Assembly_No,Party_ID,TCPD_Prof_Main,MLAs_var_Party,Party_MLAs,Year,Party,pty_mla_var_perc
15,11002,Other,109,115,2010,JD(U),94.78
15,11002,Unknown,6,115,2010,JD(U),5.22
15,4653,Other,1,1,2010,JMM,100
15,5029,Other,3,3,2010,LJP,100
15,12103,Other,21,22,2010,RJD,95.45
15,12103,Unknown,1,22,2010,RJD,4.55
14,445,Unknown,1,1,2005,AJVD,100
14,1605,Other,49,55,2005,BJP,89.09
14,1605,Unknown,6,55,2005,BJP,10.91
14,16651,Other,4,4,2005,BSP,100
14,2444,Other,3,3,2005,CPI,100
14,2472,Other,4,5,2005,CPI(ML)(L),80
14,2472,Unknown,1,5,2005,CPI(ML)(L),20
14,14635,Unknown,1,1,2005,CPM,100
14,3482,Other,8,9,2005,INC,88.89
14,3482,Unknown,1,9,2005,INC,11.11
14,10809,Other,7,10,2005,IND,70
14,10809,Unknown,3,10,2005,IND,30
14,11002,Other,71,88,2005,JD(U),80.68
14,11002,Unknown,17,88,2005,JD(U),19.32
14,5029,Other,7,10,2005,LJP,70
14,5029,Unknown,3,10,2005,LJP,30
14,5792,Other,1,1,2005,NCP,100
14,12103,Other,35,54,2005,RJD,64.81
14,12103,Unknown,19,54,2005,RJD,35.19
14,7425,Other,2,2,2005,SP,100
13,1605,Unknown,37,37,2005,BJP,100
13,16651,Unknown,2,2,2005,BSP,100
13,2444,Unknown,3,3,2005,CPI,100
13,2472,Unknown,7,7,2005,CPI(ML)(L),100
13,14635,Unknown,1,1,2005,CPM,100
13,3482,Unknown,10,10,2005,INC,100
13,10809,Unknown,17,17,2005,IND,100
13,11002,Unknown,55,55,2005,JD(U),100
13,5029,Unknown,29,29,2005,LJP,100
13,5792,Unknown,3,3,2005,NCP,100
13,12103,Unknown,75,75,2005,RJD,100
13,7425,Unknown,4,4,2005,SP,100
