State_Name,Year,Assembly_No,Constituency_No,Constituency_Name,Constituency_Type,Candidate,Party,Votes,Position,Vote_Share_Percentage,Last_Position,Last_Candidate,Position_Change,Vote_Share_Change_pct
Jharkhand,2019,4,3,BARHAIT,ST,GAMLIYEL HEMBROM,AJSUP,2573,4,1.87,,,,1.87
Jharkhand,2019,4,3,BARHAIT,ST,NOTA,NOTA,2566,5,1.86,6,None of the Above,1,0.04
Jharkhand,2019,4,3,BARHAIT,ST,SAMUEL KUMAR MARAIYA,LJP,1844,6,1.34,,,,1.34
Jharkhand,2019,4,3,BARHAIT,ST,SHEELA TUDU,AITC,891,10,0.65,,,,0.65
Jharkhand,2019,4,3,BARHAIT,ST,CHANDU SOREN,PPID,795,11,0.58,,,,0.58
Jharkhand,2019,4,3,BARHAIT,ST,BAIDHNATH PAHADIYA,BSP,747,12,0.54,,,,0.54
Jharkhand,2019,4,3,BARHAIT,ST,KUNAL KANT TUDU,SHS,592,13,0.43,11,BUDAN HEMBRAM,-2,-0.37
Jharkhand,2019,4,4,LITIPARA,ST,Dinesh William Marandi,JMM,66675,1,46.24,1,DR. ANIL MURMU,0,0.31
Jharkhand,2019,4,4,LITIPARA,ST,Daniel Kisku,BJP,52772,2,36.6,2,SIMON MARANDI,0,7.82
Jharkhand,2019,4,4,LITIPARA,ST,Raska Hembram,JVM,7195,3,4.99,4,DANIEL KISKU,1,-1.01
Jharkhand,2019,4,4,LITIPARA,ST,Devendra Dehri,CPM,5244,4,3.64,5,DEVENDRA DEHARI,1,-0.11
Jharkhand,2019,4,4,LITIPARA,ST,NOTA,NOTA,3228,5,2.24,6,None of the Above,1,-0.12
Jharkhand,2019,4,4,LITIPARA,ST,Shivcharan Malto,AITC,2604,6,1.81,,,,1.81
Jharkhand,2019,4,4,LITIPARA,ST,Gupin Hembrom,LJP,700,11,0.49,,,,0.49
Jharkhand,2019,4,4,LITIPARA,ST,ISHWAR MARANDI,JD(U),614,12,0.43,,,,0.43
Jharkhand,2019,4,5,PAKHUR,GEN,ALAMGIR ALAM,INC,128218,1,51.86,1,ALAMGIR ALAM,0,16.45
Jharkhand,2019,4,5,PAKHUR,GEN,VENI PRASAD GUPTA,BJP,63110,2,25.53,3,RANJIT KUMAR TIWARY,1,-1.87
Jharkhand,2019,4,5,PAKHUR,GEN,AQUIL AKHTAR,AJSUP,39444,3,15.95,,,,15.95
Jharkhand,2019,4,5,PAKHUR,GEN,MD. IQBAL,CPM,3394,4,1.37,4,KRISHNA KANT MANDAL,0,-0.83
Jharkhand,2019,4,5,PAKHUR,GEN,NOTA,NOTA,2644,6,1.07,6,None of the Above,0,-0.17
Jharkhand,2019,4,5,PAKHUR,GEN,ASRAFUL SHEKH,AITC,1886,7,0.76,10,MD. ASRAFUL SHAIKH,3,0.21
Jharkhand,2019,4,5,PAKHUR,GEN,QAMRUDDIN ANSARI,JVM,1874,8,0.76,7,ASMANNARA KHATUN,-1,-0.42
Jharkhand,2019,4,5,PAKHUR,GEN,PANCHANAN THAKUR,JP,1239,9,0.5,,,,0.5
Jharkhand,2019,4,5,PAKHUR,GEN,SURJI DEVI,SHS,1083,10,0.44,,,,0.44
Jharkhand,2019,4,5,PAKHUR,GEN,SAKIR AHMAD,LJP,689,11,0.28,,,,0.28
Jharkhand,2019,4,5,PAKHUR,GEN,SHYAM CHAND MANDAL,AIFB,573,12,0.23,16,PANCHANAN THAKUR,4,0.01
Jharkhand,2019,4,6,MAHESHPUR,ST,STEPHEN MARANDI,JMM,89197,1,53.94,1,STEPHEN MARANDI,0,21.69
Jharkhand,2019,4,6,MAHESHPUR,ST,MISTRY SOREN,BJP,55091,2,33.31,2,DEVIDHAN TUDU,0,4.89
Jharkhand,2019,4,6,MAHESHPUR,ST,GOPIN SOREN,CPM,5176,3,3.13,4,GAMELINA SOREN,1,-2.34
Jharkhand,2019,4,6,MAHESHPUR,ST,SHIVDHAN HEMBROM,JVM,2860,4,1.73,3,MISTRY SOREN,-1,-17.72
Jharkhand,2019,4,6,MAHESHPUR,ST,SUPHAL MARANDI,AJSUP,2706,5,1.64,,,,1.64
Jharkhand,2019,4,6,MAHESHPUR,ST,NOTA,NOTA,1939,6,1.17,8,None of the Above,2,-0.4
Jharkhand,2019,4,6,MAHESHPUR,ST,ORIGANESH HEMBROM,JKPP,1360,8,0.82,,,,0.82
Jharkhand,2019,4,6,MAHESHPUR,ST,JANTU SOREN,JD(U),1237,9,0.75,,,,0.75
Jharkhand,2019,4,6,MAHESHPUR,ST,SHANKAR PAHARIYA,BSP,1175,10,0.71,12,SAMUEL TUDU,2,0.02
Jharkhand,2019,4,6,MAHESHPUR,ST,SAIMAN MURMU,AITC,1048,12,0.63,,,,0.63
Jharkhand,2019,4,7,SHIKARIPARA,ST,NALIN SOREN,JMM,79400,1,51.78,1,NALIN SOREN,0,9.73
Jharkhand,2019,4,7,SHIKARIPARA,ST,PARITOSH SOREN,BJP,49929,2,32.56,,,,32.56
Jharkhand,2019,4,7,SHIKARIPARA,ST,RAJESH MURMU,JVM,5164,3,3.37,2,PARITOSH SOREN,-1,-22.04
Jharkhand,2019,4,7,SHIKARIPARA,ST,SALKHAN MURMU,JD(U),4445,4,2.9,,,,2.9
Jharkhand,2019,4,7,SHIKARIPARA,ST,NOTA,NOTA,3852,5,2.51,5,None of the Above,0,-0.49
Jharkhand,2019,4,7,SHIKARIPARA,ST,MUNNI HANSDA,AITC,1950,7,1.27,,,,1.27
Jharkhand,2019,4,7,SHIKARIPARA,ST,SHYAM MARANDI,AJSUP,1044,9,0.68,,,,0.68
Jharkhand,2019,4,7,SHIKARIPARA,ST,SUNIL KUMAR MARANDI,JKPP,791,10,0.52,,,,0.52
Jharkhand,2019,4,7,SHIKARIPARA,ST,SHIVDHAN MURMU,LJP,735,12,0.48,3,SHIVDHAN MURMU,-9,-13.79
Jharkhand,2019,4,7,SHIKARIPARA,ST,REKHA HEMBROM,RJBP,588,13,0.38,,,,0.38
Jharkhand,2019,4,7,SHIKARIPARA,ST,DEBU DEHRI,JKKP,468,14,0.31,,,,0.31
Jharkhand,2019,4,8,NALA,GEN,RABINDRA NATH MAHATO,JMM,61356,1,34.97,1,RABINDRA NATH MAHTO,0,1.27
Jharkhand,2019,4,8,NALA,GEN,SATYANAND JHA,BJP,57836,2,32.96,2,SATYA NAND JHA,0,3.47
Jharkhand,2019,4,8,NALA,GEN,KANAI CHANDRA MALPAHRIA,CPI,21394,3,12.19,4,KANAI CHANDRA MALPAHARIA,1,0.53
Jharkhand,2019,4,8,NALA,GEN,MADHAV CHANDRA MAHTO,AJSUP,16778,4,9.56,,,,9.56
Jharkhand,2019,4,8,NALA,GEN,PUSHPA SOREN,JVM,2592,5,1.48,3,MADHAV CHANDRA MAHTO,-2,-11.11
Jharkhand,2019,4,8,NALA,GEN,AMIT KUMAR CHALAK,LJP,2020,6,1.15,,,,1.15
Jharkhand,2019,4,8,NALA,GEN,GUNADHAR MONDAL,BRRTD,1693,8,0.96,,,,0.96
Jharkhand,2019,4,8,NALA,GEN,HEM KANT THAKUR,AAAP,1692,9,0.96,,,,0.96
Jharkhand,2019,4,8,NALA,GEN,MAHADEV KISKU,APoI,1587,10,0.9,,,,0.9
Jharkhand,2019,4,8,NALA,GEN,JAYANT BANARJI,LOKJANP,1418,11,0.81,,,,0.81
Jharkhand,2019,4,8,NALA,GEN,JOBA RANI PAL,AITC,1107,12,0.63,,,,0.63
Jharkhand,2019,4,8,NALA,GEN,PRAVEEN PRABHAKAR,NPEP,987,13,0.56,,,,0.56
Jharkhand,2019,4,8,NALA,GEN,SANTOSH KUMAR SIL,JD(U),960,14,0.55,,,,0.55
Jharkhand,2019,4,8,NALA,GEN,KANCHAN GOPAL MANDAL,BSP,880,15,0.5,13,DHIRAJ KUMAR SINGH,-2,-0.22
Jharkhand,2019,4,8,NALA,GEN,SANTOSH KUMAR YADAV,BLRP,792,16,0.45,,,,0.45
Jharkhand,2019,4,8,NALA,GEN,NOTA,NOTA,601,17,0.34,14,None of the Above,-3,-0.25
Jharkhand,2019,4,9,JAMTARA,GEN,IRFAN ANSARI,INC,112829,1,53.11,1,IRFAN ANSARI,0,17.93
Jharkhand,2019,4,9,JAMTARA,GEN,BIRENDRA MANDAL,BJP,74088,2,34.87,2,BIRENDRA MANDAL,0,4.45
Jharkhand,2019,4,9,JAMTARA,GEN,CHAMELI DEVI,AJSUP,4780,4,2.25,,,,2.25
Jharkhand,2019,4,9,JAMTARA,GEN,NOTA,NOTA,3031,6,1.43,4,None of the Above,-2,-0.65
Jharkhand,2019,4,9,JAMTARA,GEN,ABDUL MANNAN ANSARI,JVM,1646,7,0.77,,,,0.77
Jharkhand,2019,4,9,JAMTARA,GEN,EHTESAMUL MIRZA,SP,983,10,0.46,,,,0.46
Jharkhand,2019,4,9,JAMTARA,GEN,ARIF ANSARI,BSP,870,11,0.41,5,SUKHDEV RAY,-6,-0.79
Jharkhand,2019,4,9,JAMTARA,GEN,SUNITA HANSDA,RTMP,629,12,0.3,,,,0.3
Jharkhand,2019,4,9,JAMTARA,GEN,MD. MUSTAK,LOKJANP,448,13,0.21,,,,0.21
Jharkhand,2019,4,9,JAMTARA,GEN,BALESHWAR MANDAL,LJP,435,14,0.2,,,,0.2
Jharkhand,2019,4,10,DUMKA,ST,HEMANT SOREN,JMM,81007,1,48.86,2,HEMANT SOREN,1,7.35
Jharkhand,2019,4,10,DUMKA,ST,LOIS MARANDI,BJP,67819,2,40.91,1,LOIS MARANDI,-1,-3.74
Jharkhand,2019,4,10,DUMKA,ST,ANJULA MURMU,JVM,3156,3,1.9,3,BABLU KUMAR MURMU,0,-1.01
Jharkhand,2019,4,10,DUMKA,ST,MARSHAL RISHIRAJ TUDU,JD(U),2409,4,1.45,,,,1.45
Jharkhand,2019,4,10,DUMKA,ST,NOTA,NOTA,2267,5,1.37,6,None of the Above,1,-0.68
Jharkhand,2019,4,10,DUMKA,ST,RAMCHANDRA MURMU,LOKJANP,1530,6,0.92,,,,0.92
Jharkhand,2019,4,10,DUMKA,ST,DEVID TUDU,JMM(U),1102,9,0.66,,,,0.66
Jharkhand,2019,4,10,DUMKA,ST,ABINASH TUDU,CPI,918,11,0.55,,,,0.55
Jharkhand,2019,4,10,DUMKA,ST,MUKESH KUMAR DEHARI,BSP,721,12,0.43,,,,0.43
Jharkhand,2019,4,10,DUMKA,ST,MOHRIL MURMU,LJP,715,13,0.43,,,,0.43
Jharkhand,2019,4,10,DUMKA,ST,MIRU HANSDA,AAAP,461,14,0.28,,,,0.28
Jharkhand,2019,4,11,JAMA,ST,SITA MURMU,JMM,60925,1,42.43,1,SITA MURMU ALIAS SITA SOREN,0,2.63
Jharkhand,2019,4,11,JAMA,ST,SURESH MURMU,BJP,58499,2,40.74,2,SURESH MURMU,0,2.66
Jharkhand,2019,4,11,JAMA,ST,ARJUN MARANDI,JVM,5897,3,4.11,3,SUKH LAL SOREN,0,-2.81
Jharkhand,2019,4,11,JAMA,ST,STEFFY TERESA MURMU,AJSUP,3351,5,2.33,,,,2.33
Jharkhand,2019,4,11,JAMA,ST,NOTA,NOTA,1671,7,1.16,7,None of the Above,0,-0.18
Jharkhand,2019,4,11,JAMA,ST,ARJUN PUJHAR,BSP,1317,9,0.92,11,ARJUN MURMU,2,-0.01
Jharkhand,2019,4,11,JAMA,ST,FRANCIS MURMU,LJP,430,14,0.3,,,,0.3
Jharkhand,2019,4,12,JARMUNDI,GEN,BADAL,INC,52507,1,32.22,1,BADAL,0,3.39
Jharkhand,2019,4,12,JARMUNDI,GEN,DEVENDRA KUNWAR,BJP,49408,2,30.32,3,ABHAY KANT PRASAD,1,10.68
Jharkhand,2019,4,12,JARMUNDI,GEN,SANJAY KUMAR,JVM,9242,4,5.67,4,DEVENDRA KUNWAR,0,-3.63
Jharkhand,2019,4,12,JARMUNDI,GEN,MOHAMMAD RAZI AHMAD,IUML,2326,9,1.43,,,,1.43
Jharkhand,2019,4,12,JARMUNDI,GEN,BIRENDRA PRADHAN,LJP,1887,10,1.16,,,,1.16
Jharkhand,2019,4,12,JARMUNDI,GEN,SANJAYANAND JHA,BSP,1837,11,1.13,5,DAMODAR SINGH,-6,-0.8
Jharkhand,2019,4,12,JARMUNDI,GEN,MAHADEV YADAV,AITC,1531,13,0.94,,,,0.94
Jharkhand,2019,4,12,JARMUNDI,GEN,NOTA,NOTA,1449,14,0.89,6,None of the Above,-8,-0.98
Jharkhand,2019,4,12,JARMUNDI,GEN,MURARI KAPRI,HAMS,1343,15,0.82,,,,0.82
Jharkhand,2019,4,12,JARMUNDI,GEN,TIKESHWAR YADAV,SP,1018,17,0.62,13,SUNIL PRASAD VERMA,-4,-0.37
Jharkhand,2019,4,12,JARMUNDI,GEN,JITENDRA KUMAR BARNWAL,MCO,869,19,0.53,,,,0.53
Jharkhand,2019,4,12,JARMUNDI,GEN,ARPANA KUMARI,JD(U),669,21,0.41,9,CHANDRA SHEKHAR YADAV,-12,-1.21
Jharkhand,2019,4,12,JARMUNDI,GEN,CHANDAN KUMAR VERMA,BALP,499,24,0.31,,,,0.31
Jharkhand,2019,4,12,JARMUNDI,GEN,BABITA RAO PATEL,SAP,485,25,0.3,,,,0.3
Jharkhand,2019,4,12,JARMUNDI,GEN,JAY NARAYAN MANDAL,JKPP,467,26,0.29,,,,0.29
Jharkhand,2019,4,13,MADHUPUR,GEN,Haji Hussain Ansari,JMM,88115,1,38.4,2,HAZI HUSSAIN ANSARI,1,4.52
Jharkhand,2019,4,13,MADHUPUR,GEN,Raj Paliwar,BJP,65046,2,28.34,1,RAJ PALIWAR,-1,-9
Jharkhand,2019,4,13,MADHUPUR,GEN,Ganga Narayan Ray,AJSUP,45620,3,19.88,,,,19.88
Jharkhand,2019,4,13,MADHUPUR,GEN,Md. Ikbal,AIMIM,9866,4,4.3,,,,4.3
Jharkhand,2019,4,13,MADHUPUR,GEN,NOTA,NOTA,4520,5,1.97,6,None of the Above,1,0.31
Jharkhand,2019,4,13,MADHUPUR,GEN,Sahim Khan,JVM,4222,6,1.84,3,SAHIM KHAN,-3,-11.1
Jharkhand,2019,4,13,MADHUPUR,GEN,Sanjay Kumar Singh,BSP,2038,8,0.89,5,MANISH KUMAR,-3,-0.88
Jharkhand,2019,4,13,MADHUPUR,GEN,Pulis Mandal,BALP,1616,9,0.7,,,,0.7
Jharkhand,2019,4,13,MADHUPUR,GEN,Sahud Mian,HAMS,1614,10,0.7,,,,0.7
Jharkhand,2019,4,13,MADHUPUR,GEN,Raghupti Pandit,MCO,1219,11,0.53,,,,0.53
Jharkhand,2019,4,13,MADHUPUR,GEN,Hare Krishna Ray,AITC,1172,12,0.51,,,,0.51
Jharkhand,2019,4,13,MADHUPUR,GEN,Vijay Raj Solanki,BLokSP,1138,13,0.5,,,,0.5
Jharkhand,2019,4,13,MADHUPUR,GEN,Panchu Rawani,SP,1064,14,0.46,,,,0.46
Jharkhand,2019,4,14,SARATH,GEN,Randhir Kumar Singh,BJP,90895,1,42.5,2,UDAY SHANKAR SINGH,1,16.21
Jharkhand,2019,4,14,SARATH,GEN,Uday Shankar Singh,JVM,62175,2,29.07,1,RANDHIR KUMAR SINGH,-1,-4.71
Jharkhand,2019,4,14,SARATH,GEN,Parimal Kumar Singh,JMM,25482,3,11.91,3,SHASHANK SHEKHAR BHOKTA,0,-11.26
Jharkhand,2019,4,14,SARATH,GEN,Mumtaj Ansari,AIMIM,12830,4,6,,,,6
Jharkhand,2019,4,14,SARATH,GEN,Firoj Miyan,AJSUP,1378,8,0.64,,,,0.64
Jharkhand,2019,4,14,SARATH,GEN,Upendra nath Mandal,AAAP,1229,10,0.57,,,,0.57
Jharkhand,2019,4,14,SARATH,GEN,NOTA,NOTA,885,13,0.41,5,None of the Above,-8,-1.54
Jharkhand,2019,4,14,SARATH,GEN,Kumar Rajeev Ranjan,LJP,748,14,0.35,,,,0.35
Jharkhand,2019,4,14,SARATH,GEN,Shabbir Hussain,RJBP,684,16,0.32,,,,0.32
Jharkhand,2019,4,14,SARATH,GEN,Shibeshwar Besra,JKPP,671,17,0.31,,,,0.31
Jharkhand,2019,4,14,SARATH,GEN,Binod Thakur,SP,624,18,0.29,14,ABIR MIYAN,-4,-0.16
Jharkhand,2019,4,14,SARATH,GEN,Niranjan Hajra,BALP,424,21,0.2,,,,0.2
Jharkhand,2019,4,15,DEOGHAR,SC,NARAYAN DAS,BJP,95491,1,41.01,1,NARAYAN DAS,0,-1.41
Jharkhand,2019,4,15,DEOGHAR,SC,SURESH PASWAN,RJD,92867,2,39.88,2,SURESH PASWAN,0,18.28
Jharkhand,2019,4,15,DEOGHAR,SC,NIRMALA BHARTI,JVM,9970,3,4.28,4,SANTOSH PASWAN,1,-3.69
Jharkhand,2019,4,15,DEOGHAR,SC,BAJRANGI MAHTHA,LJP,6394,4,2.75,,,,2.75
Jharkhand,2019,4,15,DEOGHAR,SC,NOTA,NOTA,5381,5,2.31,6,None of the Above,1,-0.35
Jharkhand,2019,4,15,DEOGHAR,SC,SANTOSH PASWAN,AJSUP,4528,6,1.94,,,,1.94
Jharkhand,2019,4,15,DEOGHAR,SC,CHANDRASHEKHAR RAJAK,BSP,3269,8,1.4,10,RAJESH KUMAR DAS,2,0.45
Jharkhand,2019,4,15,DEOGHAR,SC,BASANT KUMAR ANAND,BMUP,3062,9,1.31,8,MANOJ PRASAD TURI,-1,0.22
Jharkhand,2019,4,15,DEOGHAR,SC,GOVIND DAS,JD(U),2576,10,1.11,,,,1.11
Jharkhand,2019,4,15,DEOGHAR,SC,SHAMBHU TURI,CPI(ML)(L),2493,11,1.07,,,,1.07
Jharkhand,2019,4,15,DEOGHAR,SC,MAHESH KUMAR SUMAN,BDlP,1556,12,0.67,,,,0.67
Jharkhand,2019,4,15,DEOGHAR,SC,NAKUL DAS,AIFB,1266,13,0.54,,,,0.54
Jharkhand,2019,4,16,POREYAHAT,GEN,PRADEEP YADAV,JVM,77358,1,41,1,PRADIP YADAV,0,5.49
Jharkhand,2019,4,16,POREYAHAT,GEN,GAJADHAR SINGH,BJP,63761,2,33.8,2,DEVENDRANATH SINGH,0,4.47
Jharkhand,2019,4,16,POREYAHAT,GEN,ASHOK KUMAR,JMM,34745,3,18.42,3,ASHOK KUMAR,0,-6.39
Jharkhand,2019,4,16,POREYAHAT,GEN,NOTA,NOTA,3078,4,1.63,5,None of the Above,1,-0.15
Jharkhand,2019,4,16,POREYAHAT,GEN,MUHAMMAD ANSARI,BNJD,1833,6,0.97,,,,0.97
Jharkhand,2019,4,16,POREYAHAT,GEN,SANJAY KUMAR SINHA,BDlP,1648,7,0.87,,,,0.87
Jharkhand,2019,4,16,POREYAHAT,GEN,UMESH MISHRA,BSP,1639,8,0.87,4,NEEBHA JAISWAL,-4,-1.52
Jharkhand,2019,4,16,POREYAHAT,GEN,PRADIP THAKUR,RTSMJD,1539,9,0.82,,,,0.82
Jharkhand,2019,4,17,GODDA,GEN,Amit Kumar Mandal,BJP,87578,1,45.74,1,RAGHU NANDAN MANDAL,0,-2.97
Jharkhand,2019,4,17,GODDA,GEN,Sanjay Prasad Yadav,RJD,83066,2,43.38,2,SANJAY PRASAD YADAV,0,13.94
Jharkhand,2019,4,17,GODDA,GEN,Ravindra Mahto,JD(U),6417,3,3.35,,,,3.35
Jharkhand,2019,4,17,GODDA,GEN,NOTA,NOTA,2731,4,1.43,5,None of the Above,1,-0.18
Jharkhand,2019,4,17,GODDA,GEN,Phool Kumari,JVM,1728,5,0.9,4,SANJEEV ANAND,-1,-3.01
Jharkhand,2019,4,17,GODDA,GEN,Noor Hassan,PECP,1708,6,0.89,,,,0.89
Jharkhand,2019,4,17,GODDA,GEN,Awadhesh Kumar Singh,AJSUP,1596,7,0.83,,,,0.83
Jharkhand,2019,4,17,GODDA,GEN,Rabindra Shankar Mishra,AAAP,1019,8,0.53,,,,0.53
Jharkhand,2019,4,17,GODDA,GEN,Pradip Kumar Pandit,BSP,985,9,0.51,8,VIVEKA NAND MISHRA,-1,-0.24
Jharkhand,2019,4,17,GODDA,GEN,Babita Devi,NCP,899,10,0.47,,,,0.47
Jharkhand,2019,4,17,GODDA,GEN,Anil Kumar Mahto,AMB,834,12,0.44,,,,0.44
Jharkhand,2019,4,17,GODDA,GEN,Gyaneshwar Jha,JRJP,585,15,0.31,,,,0.31
Jharkhand,2019,4,18,MAHAGAMA,GEN,Deepika Pandey Singh,INC,89224,1,45.49,3,RAJESH RANJAN,2,35.28
Jharkhand,2019,4,18,MAHAGAMA,GEN,ASHOK KUMAR,BJP,76725,2,39.12,1,ASHOK KUMAR,-1,-0.16
Jharkhand,2019,4,18,MAHAGAMA,GEN,Ashok Kumar Singh,AIMIM,5719,3,2.92,,,,2.92
Jharkhand,2019,4,18,MAHAGAMA,GEN,Ashok Sah,CPM,2703,5,1.38,5,ASHOK SAH,0,-4.74
Jharkhand,2019,4,18,MAHAGAMA,GEN,Sanjiv Kumar Mishra,JVM,2506,6,1.28,2,SHAHID IQBAL,-4,-20.45
Jharkhand,2019,4,18,MAHAGAMA,GEN,Ataur Rahaman Siddiki,AJSUP,2198,7,1.12,,,,1.12
Jharkhand,2019,4,18,MAHAGAMA,GEN,Shital Sinha,LJP,1837,8,0.94,,,,0.94
Jharkhand,2019,4,18,MAHAGAMA,GEN,NOTA,NOTA,1700,10,0.87,9,None of the Above,-1,-0.74
Jharkhand,2019,4,18,MAHAGAMA,GEN,Bibi Nishat Zia,NCP,1159,13,0.59,8,MD. YAHYA SIDDIQUE,-5,-1.64
Jharkhand,2019,4,18,MAHAGAMA,GEN,Manoj Kumar Singh,JD(U),684,15,0.35,,,,0.35
Jharkhand,2019,4,18,MAHAGAMA,GEN,Bishwanath Sah,BSP,666,16,0.34,6,JAWAHARLAL YADAV,-10,-4.56
Jharkhand,2019,4,18,MAHAGAMA,GEN,Pramod Kumar Ray,BALP,575,18,0.29,,,,0.29
Jharkhand,2019,4,19,KODARMA,GEN,Dr. Neera Yadav,BJP,63675,1,31.35,1,DR. NEERA YADAV,0,-11.53
Jharkhand,2019,4,19,KODARMA,GEN,Amitabh Kumar,RJD,61878,2,30.46,2,ANNAPURNA DEVI,0,-5.59
Jharkhand,2019,4,19,KODARMA,GEN,Shalini Gupta,AJSUP,45014,3,22.16,,,,22.16
Jharkhand,2019,4,19,KODARMA,GEN,Ramesh Harshdhar,JVM,9557,4,4.71,3,BHIM SAHU,-1,-0.66
Jharkhand,2019,4,19,KODARMA,GEN,Prakash Ambedkar,BSP,3627,6,1.79,9,SAYEED NASIM,3,0.36
Jharkhand,2019,4,19,KODARMA,GEN,NOTA,NOTA,1536,10,0.76,7,None of the Above,-3,-0.71
Jharkhand,2019,4,19,KODARMA,GEN,Rajiv Kumar Pandey,LJP,938,13,0.46,,,,0.46
Jharkhand,2019,4,19,KODARMA,GEN,Mahendr Prasad,MOSP,771,15,0.38,,,,0.38
Jharkhand,2019,4,19,KODARMA,GEN,Subhash Mistry,SP,676,16,0.33,5,GOPAL YADAV,-11,-1.66
Jharkhand,2019,4,19,KODARMA,GEN,Santosh Kumar Singh,AAAP,620,17,0.31,,,,0.31
Jharkhand,2019,4,19,KODARMA,GEN,Md. Mubark,PSPL,557,18,0.27,,,,0.27
Jharkhand,2019,4,20,BARKATHA,GEN,JANKI PRASAD YADAV,BJP,47760,2,22.57,2,AMIT KUMAR YADAV,0,-5.74
Jharkhand,2019,4,20,BARKATHA,GEN,BATESHWAR PRASAD MEHTA,JVM,33526,3,15.84,1,JANKI PRASAD YADAV,-2,-16.69
Jharkhand,2019,4,20,BARKATHA,GEN,MOHAMMAD ASRAF ANSARI,AIMIM,18416,4,8.7,,,,8.7
Jharkhand,2019,4,20,BARKATHA,GEN,DIGANBAR KUMAR MEHTA,CPI,5634,5,2.66,6,MAHADEO RAM,1,-0.76
Jharkhand,2019,4,20,BARKATHA,GEN,MOHAMMAD KHALID KHALIL,RJD,4867,7,2.3,,,,2.3
Jharkhand,2019,4,20,BARKATHA,GEN,PRADEEP KUMAR MEHTA,AJSUP,3677,8,1.74,,,,1.74
Jharkhand,2019,4,20,BARKATHA,GEN,ASHOK KUMAR,BALP,2810,10,1.33,,,,1.33
