Assembly_No,Party,Total_Seats_in_Assembly,Total_Votes_in_Assembly,Total_Votes_in_Contested_Seats,Total_Candidates,Winners,Deposits_Lost,Strike_Rate,Seat_Share,Vote_Share_in_Assembly,Vote_Share_in_Contested_Seats,position,State_Name,Year,Expanded_Party_Name
17,NDDHP,25,31612534,1351474,1,0,1,0.0,0,0,0.05,31,Andhra_Pradesh,2019,
17,NNKP,25,31612534,1437420,1,0,1,0.0,0,0,0.06,32,Andhra_Pradesh,2019,
17,NOTA,25,31612534,31612534,25,0,0,0.0,0,1.48,1.48,33,Andhra_Pradesh,2019,
17,NPT,25,31612534,2608860,2,0,2,0.0,0,0,0.05,34,Andhra_Pradesh,2019,NAVODYAM PARTY
17,NRCP,25,31612534,3857427,3,0,3,0.0,0,0,0.04,35,Andhra_Pradesh,2019,
17,NVSP,25,31612534,1177738,1,0,1,0.0,0,0.01,0.36,36,Andhra_Pradesh,2019,
17,NavaP,25,31612534,1224354,1,0,1,0.0,0,0,0.09,37,Andhra_Pradesh,2019,
17,PPOI,25,31612534,25352709,20,0,20,0.0,0,0.09,0.11,38,Andhra_Pradesh,2019,
17,PRSHP,25,31612534,5106235,4,0,4,0.0,0,0.03,0.19,39,Andhra_Pradesh,2019,
17,RD,25,31612534,1342306,1,0,1,0.0,0,0,0.09,40,Andhra_Pradesh,2019,
17,RDHP,25,31612534,1228242,1,0,1,0.0,0,0,0.03,41,Andhra_Pradesh,2019,
17,RKSP,25,31612534,1224354,1,0,1,0.0,0,0.01,0.28,42,Andhra_Pradesh,2019,
17,RPC(S),25,31612534,1250427,1,0,1,0.0,0,0,0.08,43,Andhra_Pradesh,2019,
17,RPI(A),25,31612534,6388741,5,0,5,0.0,0,0.03,0.13,44,Andhra_Pradesh,2019,REPUBLICAN PARTY OF INDIA (A)
17,RPI(KH),25,31612534,1232895,1,0,1,0.0,0,0.01,0.15,45,Andhra_Pradesh,2019,
17,RRS,25,31612534,1188327,1,0,1,0.0,0,0,0.1,46,Andhra_Pradesh,2019,
17,SAPRP,25,31612534,1217890,1,0,1,0.0,0,0.02,0.41,47,Andhra_Pradesh,2019,
17,SDPI,25,31612534,1188327,1,0,1,0.0,0,0.02,0.61,48,Andhra_Pradesh,2019,SOCIAL DEMOCRATIC PARTY OF INDIA
17,SMFB,25,31612534,1188327,1,0,1,0.0,0,0.01,0.18,49,Andhra_Pradesh,2019,
17,SP,25,31612534,2366065,2,0,2,0.0,0,0.02,0.29,50,Andhra_Pradesh,2019,SAMAJWADI PARTY
17,SUCI(C),25,31612534,2530633,2,0,2,0.0,0,0.01,0.09,51,Andhra_Pradesh,2019,
17,TDP,25,31612534,31612534,25,3,0,12.0,12,39.59,39.59,2,Andhra_Pradesh,2019,TELUGU DESAM PARTY
17,VCK,25,31612534,3904743,3,0,3,0.0,0,0.02,0.12,52,Andhra_Pradesh,2019,VIDUTHALAI CHIRUTHAIGAL KATCH
17,VJNP,25,31612534,2655821,2,0,2,0.0,0,0.01,0.06,53,Andhra_Pradesh,2019,
17,YSRCP,25,31612534,31612534,25,22,0,88.0,88,49.15,49.15,1,Andhra_Pradesh,2019,YUVAJANA SRAMIKA RYTHU CONGRESS PARTY
17,AIFB,2,652091,358310,1,0,1,0.0,0,0.29,0.54,2,Arunachal_Pradesh,2019,ALL INDIA FORWARD BLOC
17,BJP,2,652091,652091,2,2,0,100.0,100,58.22,58.22,1,Arunachal_Pradesh,2019,BHARATIYA JANATA PARTY
17,INC,2,652091,652091,2,0,1,0.0,0,20.69,20.69,3,Arunachal_Pradesh,2019,INDIA NATIONAL CONGRESS
17,IND,2,652091,652091,2,0,2,0.0,0,2.06,2.06,4,Arunachal_Pradesh,2019,INDEPENDENT
17,JD(S),2,652091,652091,2,0,2,0.0,0,9.18,9.18,5,Arunachal_Pradesh,2019,JANATA DAL (SECULAR)
17,NOTA,2,652091,652091,2,0,0,0.0,0,1.14,1.14,6,Arunachal_Pradesh,2019,
17,NPEP,2,652091,358310,1,0,1,0.0,0,4.16,7.57,7,Arunachal_Pradesh,2019,NATIONAL PEOPLE'S PARTY
17,PPA,2,652091,652091,2,0,2,0.0,0,4.25,4.25,8,Arunachal_Pradesh,2019,PEOPLE'S PARTY OF ARUNACHAL
17,ADRP,14,17986066,1283589,1,0,1,0.0,0,0.05,0.65,5,Assam,2019,
17,AGP,14,17986066,4568241,3,0,0,0.0,0,8.23,32.41,6,Assam,2019,ASOM GANA PARISHAD
17,AIFB,14,17986066,3067733,3,0,3,0.0,0,0.03,0.19,7,Assam,2019,ALL INDIA FORWARD BLOC
17,AITC,14,17986066,10974626,8,0,8,0.0,0,0.41,0.68,8,Assam,2019,ALL INDIA TRINAMOOL CONGRESS
17,AIUDF,14,17986066,4203626,3,1,0,33.333333333333336,7.14,7.8,33.35,3,Assam,2019,ALL INDIA UNITED DEMOCRATIC FRONT
17,AJM,14,17986066,5707858,4,0,4,0.0,0,0.12,0.38,9,Assam,2019,
17,ASDC,14,17986066,617735,1,0,1,0.0,0,0.21,5.98,10,Assam,2019,AUTONOMOUS STATE DEMAND COMMITTEE
17,BGanP,14,17986066,6221888,4,0,4,0.0,0,0.07,0.21,11,Assam,2019,
17,BJP,14,17986066,11938340,10,9,0,90.0,64.29,36.05,54.32,1,Assam,2019,BHARATIYA JANATA PARTY
17,BMUP,14,17986066,1015748,1,0,1,0.0,0,0.04,0.68,12,Assam,2019,
17,BNJD,14,17986066,1685005,1,0,1,0.0,0,0.01,0.12,13,Assam,2019,
17,BOPF,14,17986066,1479485,1,0,0,0.0,0,2.48,30.2,14,Assam,2019,BODOLAND PEOPLES FRONT
17,CPI,14,17986066,2341554,2,0,2,0.0,0,0.17,1.33,15,Assam,2019,COMMUNIST PART OF INDIA
17,CPM,14,17986066,2763074,2,0,2,0.0,0,0.23,1.48,16,Assam,2019,COMMUNIST PARTY OF INDIA (MARXIST)
17,HND,14,17986066,7439628,5,0,5,0.0,0,0.12,0.3,17,Assam,2019,
17,INC,14,17986066,17986066,14,3,2,21.428571428571427,21.43,35.44,35.44,2,Assam,2019,INDIA NATIONAL CONGRESS
17,IND,14,17986066,17986066,45,1,44,2.2222222222222223,7.14,4.25,4.25,4,Assam,2019,INDEPENDENT
17,NCP,14,17986066,2473785,2,0,2,0.0,0,0.06,0.45,18,Assam,2019,NATIONAL CONGRESS PARTY
17,NOTA,14,17986066,17986066,14,0,0,0.0,0,0.99,0.99,19,Assam,2019,
17,NPEP,14,17986066,7714576,7,0,7,0.0,0,0.27,0.63,20,Assam,2019,NATIONAL PEOPLE'S PARTY
17,NRCong,14,17986066,3222306,2,0,2,0.0,0,0.02,0.13,21,Assam,2019,
17,PUJP,14,17986066,7880271,5,0,5,0.0,0,0.12,0.28,22,Assam,2019,
17,RPI(A),14,17986066,4907311,3,0,3,0.0,0,0.06,0.23,23,Assam,2019,REPUBLICAN PARTY OF INDIA (A)
17,SP,14,17986066,1763757,1,0,1,0.0,0,0.01,0.14,24,Assam,2019,SAMAJWADI PARTY
17,SUCI(C),14,17986066,7943018,6,0,6,0.0,0,0.09,0.21,25,Assam,2019,
17,SwaBP,14,17986066,1763757,1,0,1,0.0,0,0.02,0.23,26,Assam,2019,
17,TNRMPI,14,17986066,1458549,1,0,1,0.0,0,0.02,0.27,27,Assam,2019,
17,UPPL,14,17986066,2985592,2,0,1,0.0,0,2.31,13.94,28,Assam,2019,United People's Party Liberal
17,VPI,14,17986066,10366688,7,0,7,0.0,0,0.28,0.49,29,Assam,2019,
17,AAAP,40,40806661,3182970,3,0,3,0.0,0,0.06,0.82,5,Bihar,2019,AAM AADMI PARTY
17,AAHPty,40,40806661,1058086,1,0,1,0.0,0,0.01,0.32,6,Bihar,2019,
17,AAM,40,40806661,4193674,4,0,4,0.0,0,0.08,0.77,7,Bihar,2019,
17,ABJS,40,40806661,1080684,1,0,1,0.0,0,0.01,0.33,8,Bihar,2019,
17,AHFBK,40,40806661,1803699,2,0,2,0.0,0,0.06,1.29,9,Bihar,2019,
17,AIFB,40,40806661,4162056,4,0,4,0.0,0,0.04,0.4,10,Bihar,2019,ALL INDIA FORWARD BLOC
17,AIMIM,40,40806661,1101603,1,0,0,0.0,0,0.72,26.78,11,Bihar,2019,ALL INDIA MAJLIS-E ITHEHAD-UL MUSLIMEEN
17,AITC,40,40806661,1101603,1,0,1,0.0,0,0.01,0.5,12,Bihar,2019,ALL INDIA TRINAMOOL CONGRESS
17,AJPR,40,40806661,3034866,3,0,3,0.0,0,0.08,1.02,13,Bihar,2019,
17,AKBHAD,40,40806661,999400,1,0,1,0.0,0,0.01,0.44,14,Bihar,2019,
17,AKBMP,40,40806661,963708,1,0,1,0.0,0,0.02,1.05,15,Bihar,2019,
17,AMiP,40,40806661,2027375,2,0,2,0.0,0,0.03,0.56,16,Bihar,2019,
17,ANC,40,40806661,868798,1,0,1,0.0,0,0.03,1.43,17,Bihar,2019,
17,APKSP,40,40806661,1077749,1,0,1,0.0,0,0.02,0.78,18,Bihar,2019,
17,APoI,40,40806661,1931997,2,0,2,0.0,0,0.06,1.31,19,Bihar,2019,
17,ASDHP,40,40806661,3997757,4,0,4,0.0,0,0.03,0.29,20,Bihar,2019,
17,BALP,40,40806661,2116558,2,0,2,0.0,0,0.03,0.58,21,Bihar,2019,
17,BBC,40,40806661,5085906,5,0,5,0.0,0,0.05,0.37,22,Bihar,2019,BHARATER BIPLABI COMMUNIST PARTY
17,BBMP,40,40806661,957248,1,0,1,0.0,0,0.02,1.03,23,Bihar,2019,
17,BDlP,40,40806661,2987461,3,0,3,0.0,0,0.04,0.51,24,Bihar,2019,
17,BHAIP,40,40806661,943020,1,0,1,0.0,0,0,0.17,25,Bihar,2019,
17,BHAPRAP,40,40806661,2035845,2,0,2,0.0,0,0.01,0.24,26,Bihar,2019,
17,BJAZP,40,40806661,1004559,1,0,1,0.0,0,0,0.18,27,Bihar,2019,
17,BJKD,40,40806661,4064023,4,0,4,0.0,0,0.06,0.58,28,Bihar,2019,
17,BJKVP,40,40806661,7151725,7,0,7,0.0,0,0.1,0.57,29,Bihar,2019,
17,BJP,40,40806661,17321145,17,17,0,100.0,42.5,23.57,55.54,1,Bihar,2019,BHARATIYA JANATA PARTY
17,BKVP,40,40806661,1080684,1,0,1,0.0,0,0.01,0.35,30,Bihar,2019,
17,BLND,40,40806661,8305653,8,0,8,0.0,0,0.08,0.39,31,Bihar,2019,
17,BLRP,40,40806661,2256880,2,0,2,0.0,0,0.01,0.19,32,Bihar,2019,
17,BLSP,40,40806661,4799555,5,0,0,0.0,0,3.58,30.47,33,Bihar,2019,RASHTRIYA LOK SAMTA PARTY
17,BMF,40,40806661,7033035,7,0,7,0.0,0,0.06,0.34,34,Bihar,2019,
17,BMUP,40,40806661,11579723,11,0,11,0.0,0,0.16,0.55,35,Bihar,2019,
17,BMtrP,40,40806661,3063119,3,0,3,0.0,0,0.03,0.42,36,Bihar,2019,
17,BNDl,40,40806661,3108435,3,0,3,0.0,0,0.06,0.84,37,Bihar,2019,
17,BNSKP,40,40806661,972703,1,0,1,0.0,0,0.01,0.27,38,Bihar,2019,
17,BRM,40,40806661,957248,1,0,1,0.0,0,0.02,0.83,39,Bihar,2019,
17,BSP,40,40806661,35488400,35,0,35,0.0,0,1.67,1.92,40,Bihar,2019,BAHUJAN SAMAJ PARTY
17,BSSPA,40,40806661,984810,1,0,1,0.0,0,0.01,0.37,41,Bihar,2019,
17,BhAmAP,40,40806661,1077749,1,0,1,0.0,0,0.02,0.89,42,Bihar,2019,
17,BhNP,40,40806661,1058086,1,0,1,0.0,0,0.01,0.54,43,Bihar,2019,
17,CPI,40,40806661,2224994,2,0,1,0.0,0,0.69,12.6,44,Bihar,2019,COMMUNIST PART OF INDIA
17,CPI(ML)(L),40,40806661,3756357,4,0,3,0.0,0,1.34,14.51,45,Bihar,2019,COMMUNIST PARTY OF INDIA  (MARXIST-LENINIST)
17,CPM,40,40806661,969284,1,0,1,0.0,0,0.07,2.85,46,Bihar,2019,COMMUNIST PARTY OF INDIA (MARXIST)
17,GJNP,40,40806661,2041543,2,0,2,0.0,0,0.03,0.57,47,Bihar,2019,
17,HAMS,40,40806661,2923435,3,0,0,0.0,0,2.34,32.72,48,Bihar,2019,HINDUSTANI AWAM MORCHA (SECULAR)
17,HND,40,40806661,1980423,2,0,2,0.0,0,0.03,0.55,49,Bihar,2019,
17,INC,40,40806661,9528499,9,1,0,11.11111111111111,2.5,7.7,32.96,4,Bihar,2019,INDIA NATIONAL CONGRESS
17,IND,40,40806661,40806661,231,0,231,0.0,0,5.46,5.46,50,Bihar,2019,INDEPENDENT
17,JANADIP,40,40806661,6260029,6,0,6,0.0,0,0.09,0.56,51,Bihar,2019,
17,JAPL,40,40806661,1147274,1,0,1,0.0,0,0.24,8.51,52,Bihar,2019,
17,JD(U),40,40806661,17526532,17,16,0,94.11764705882354,40,21.82,50.8,2,Bihar,2019,JANATA DAL (UNITED)
17,JDR,40,40806661,2825446,3,0,3,0.0,0,0.07,0.98,53,Bihar,2019,
17,JGHTP,40,40806661,2008971,2,0,2,0.0,0,0.02,0.31,54,Bihar,2019,
17,JHP,40,40806661,1110805,1,0,1,0.0,0,0.03,1.23,55,Bihar,2019,
17,JKNPP,40,40806661,1110805,1,0,1,0.0,0,0.01,0.32,56,Bihar,2019,JAMMU & KASHMIR NATIONAL PANTHERS PARTY
17,JKiP,40,40806661,1998903,2,0,2,0.0,0,0.02,0.46,57,Bihar,2019,
17,JMM,40,40806661,4287617,4,0,4,0.0,0,0.08,0.72,58,Bihar,2019,JHARKHAND MUKTI MORCHA
17,JP,40,40806661,4117520,4,0,4,0.0,0,0.03,0.33,59,Bihar,2019,JANATA PARTY
17,JPJD,40,40806661,4854585,5,0,5,0.0,0,0.04,0.37,60,Bihar,2019,
17,JPS,40,40806661,999400,1,0,1,0.0,0,0,0.18,61,Bihar,2019,
17,JRVP,40,40806661,969284,1,0,1,0.0,0,0.01,0.24,62,Bihar,2019,
17,JTVP,40,40806661,3092877,3,0,3,0.0,0,0.04,0.58,63,Bihar,2019,
17,KPOI,40,40806661,1038849,1,0,1,0.0,0,0.01,0.29,64,Bihar,2019,
17,LAJSP,40,40806661,1012936,1,0,1,0.0,0,0.02,0.97,65,Bihar,2019,
17,LCD,40,40806661,1074730,1,0,1,0.0,0,0.01,0.22,66,Bihar,2019,
17,LJP,40,40806661,5958984,6,6,0,100.0,15,7.86,53.82,3,Bihar,2019,LOK JAN SHAKTI PARTY
17,LJVM,40,40806661,1796814,2,0,2,0.0,0,0.02,0.52,67,Bihar,2019,
17,LSD,40,40806661,1110805,1,0,1,0.0,0,0.02,0.57,68,Bihar,2019,
17,MADP,40,40806661,957248,1,0,1,0.0,0,0.04,1.52,69,Bihar,2019,
17,MOSP,40,40806661,1899710,2,0,2,0.0,0,0.04,0.95,70,Bihar,2019,
17,ManJP,40,40806661,2003989,2,0,2,0.0,0,0.02,0.31,71,Bihar,2019,
17,NCP,40,40806661,5117644,5,0,5,0.0,0,0.1,0.76,72,Bihar,2019,NATIONAL CONGRESS PARTY
17,NJP,40,40806661,1031286,1,0,1,0.0,0,0.01,0.43,73,Bihar,2019,NUTAN MAHA GUJARAT JANTA PARISHAD
17,NOTA,40,40806661,40806661,40,0,0,0.0,0,2,2,74,Bihar,2019,
17,PBI,40,40806661,1038849,1,0,1,0.0,0,0.01,0.57,75,Bihar,2019,
17,PMP,40,40806661,1988534,2,0,2,0.0,0,0.03,0.67,76,Bihar,2019,
17,PMPT,40,40806661,1974306,2,0,2,0.0,0,0.03,0.56,77,Bihar,2019,
17,PPID,40,40806661,8768380,9,0,9,0.0,0,0.14,0.63,78,Bihar,2019,
17,PSPL,40,40806661,7007360,7,0,7,0.0,0,0.05,0.29,79,Bihar,2019,
17,PSS,40,40806661,966813,1,0,1,0.0,0,0.01,0.29,80,Bihar,2019,
17,PUJP,40,40806661,963708,1,0,1,0.0,0,0.01,0.53,81,Bihar,2019,
17,RACHEP,40,40806661,1077749,1,0,1,0.0,0,0,0.18,82,Bihar,2019,
17,RAHIS,40,40806661,6161689,6,0,6,0.0,0,0.17,1.1,83,Bihar,2019,
17,RDU,40,40806661,986861,1,0,1,0.0,0,0,0.19,84,Bihar,2019,
17,RJBP,40,40806661,7204693,7,0,7,0.0,0,0.09,0.52,85,Bihar,2019,
17,RJD,40,40806661,19485881,19,0,1,0.0,0,15.37,32.18,86,Bihar,2019,RASHTRIYA JANATA DAL
17,RJPD,40,40806661,1077749,1,0,1,0.0,0,0,0.13,87,Bihar,2019,
17,RMGP,40,40806661,2896195,3,0,3,0.0,0,0.04,0.57,88,Bihar,2019,
17,RPI,40,40806661,1031286,1,0,1,0.0,0,0.02,0.62,89,Bihar,2019,REPUBLIC PARTY OF INDIA
17,RPI(A),40,40806661,2024270,2,0,2,0.0,0,0.03,0.51,90,Bihar,2019,REPUBLICAN PARTY OF INDIA (A)
17,RPP,40,40806661,1074730,1,0,1,0.0,0,0.01,0.25,91,Bihar,2019,
17,RRP,40,40806661,1058086,1,0,1,0.0,0,0.01,0.3,92,Bihar,2019,AKHIL BHARATIYA RAM RAJYA PARISHAD
17,RSJVP,40,40806661,2031490,2,0,2,0.0,0,0.02,0.32,93,Bihar,2019,
17,RSPSR,40,40806661,3659547,4,0,4,0.0,0,0.14,1.52,94,Bihar,2019,
17,RSTSAHP,40,40806661,984810,1,0,1,0.0,0,0.01,0.28,95,Bihar,2019,
17,RSWD,40,40806661,868798,1,0,1,0.0,0,0.02,0.96,96,Bihar,2019,
17,RUC,40,40806661,942462,1,0,1,0.0,0,0.01,0.4,97,Bihar,2019,
17,RVNP,40,40806661,2258079,2,0,2,0.0,0,0.03,0.47,98,Bihar,2019,
17,SAAFP,40,40806661,1976101,2,0,2,0.0,0,0.02,0.44,99,Bihar,2019,
17,SANVP,40,40806661,984810,1,0,1,0.0,0,0.01,0.24,100,Bihar,2019,
17,SBSP,40,40806661,4979597,5,0,5,0.0,0,0.09,0.74,101,Bihar,2019,SUHELDEV BHARTIYA SAMAJ PARTY
17,SGUP,40,40806661,1031286,1,0,1,0.0,0,0.02,0.63,102,Bihar,2019,
17,SHS,40,40806661,14414254,14,0,14,0.0,0,0.16,0.45,103,Bihar,2019,SHIV SENA
17,SJDD,40,40806661,1060562,1,0,1,0.0,0,0.06,2.42,104,Bihar,2019,
17,SP,40,40806661,868798,1,0,1,0.0,0,0.01,0.33,105,Bihar,2019,SAMAJWADI PARTY
17,SPAKP,40,40806661,1074730,1,0,1,0.0,0,0.01,0.37,106,Bihar,2019,
17,SPL,40,40806661,1803699,2,0,2,0.0,0,0.04,0.84,107,Bihar,2019,
17,SSD,40,40806661,6027827,6,0,6,0.0,0,0.13,0.9,108,Bihar,2019,SHOSHIT SAMAJ DAL
17,SUCI(C),40,40806661,7971906,8,0,8,0.0,0,0.08,0.42,109,Bihar,2019,
17,SWSP,40,40806661,984810,1,0,1,0.0,0,0.01,0.21,110,Bihar,2019,
17,SaBP,40,40806661,2114017,2,0,2,0.0,0,0.02,0.3,111,Bihar,2019,
17,VCSMP,40,40806661,4055135,4,0,4,0.0,0,0.04,0.44,112,Bihar,2019,
17,VPI,40,40806661,5974227,6,0,6,0.0,0,0.11,0.72,113,Bihar,2019,
17,VSIP,40,40806661,3970892,4,0,2,0.0,0,1.62,16.64,114,Bihar,2019,
17,WAP,40,40806661,1019025,1,0,1,0.0,0,0.07,2.88,115,Bihar,2019,
17,YKP,40,40806661,4097880,4,0,4,0.0,0,0.07,0.74,116,Bihar,2019,
17,mimm,40,40806661,964996,1,0,1,0.0,0,0.01,0.46,117,Bihar,2019,
17,ravp,40,40806661,822065,1,0,1,0.0,0,0.02,1.11,118,Bihar,2019,
17,AAAP,1,456568,456568,1,0,1,0.0,0,3.02,3.02,2,Chandigarh,2019,AAM AADMI PARTY
17,AIFB,1,456568,456568,1,0,1,0.0,0,0.04,0.04,3,Chandigarh,2019,ALL INDIA FORWARD BLOC
17,AKBHAD,1,456568,456568,1,0,1,0.0,0,0.05,0.05,4,Chandigarh,2019,
17,ANC,1,456568,456568,1,0,1,0.0,0,0.05,0.05,5,Chandigarh,2019,
17,BHAPRAP,1,456568,456568,1,0,1,0.0,0,0.12,0.12,6,Chandigarh,2019,
17,BJP,1,456568,456568,1,1,0,100.0,100,50.64,50.64,1,Chandigarh,2019,BHARATIYA JANATA PARTY
17,BJSAP,1,456568,456568,1,0,1,0.0,0,0.1,0.1,7,Chandigarh,2019,
17,BKNP,1,456568,456568,1,0,1,0.0,0,0.06,0.06,8,Chandigarh,2019,
17,BMFP,1,456568,456568,1,0,1,0.0,0,0.35,0.35,9,Chandigarh,2019,
17,BMUP,1,456568,456568,1,0,1,0.0,0,0.2,0.2,10,Chandigarh,2019,
17,BSP,1,456568,456568,1,0,1,0.0,0,1.62,1.62,11,Chandigarh,2019,BAHUJAN SAMAJ PARTY
17,BSP(A),1,456568,456568,1,0,1,0.0,0,0.07,0.07,12,Chandigarh,2019,
17,BhaRP,1,456568,456568,1,0,1,0.0,0,0.1,0.1,13,Chandigarh,2019,
17,CHKAP,1,456568,456568,1,0,1,0.0,0,0.7,0.7,14,Chandigarh,2019,
17,CPIM,1,456568,456568,1,0,1,0.0,0,0.08,0.08,15,Chandigarh,2019,
17,HSS,1,456568,456568,1,0,1,0.0,0,0.08,0.08,16,Chandigarh,2019,
17,INC,1,456568,456568,1,0,0,0.0,0,40.35,40.35,17,Chandigarh,2019,INDIA NATIONAL CONGRESS
17,IND,1,456568,456568,13,0,13,0.0,0,1.03,1.03,18,Chandigarh,2019,INDEPENDENT
17,JanSP,1,456568,456568,1,0,1,0.0,0,0.11,0.11,19,Chandigarh,2019,
17,NOTA,1,456568,456568,1,0,0,0.0,0,0.95,0.95,20,Chandigarh,2019,
17,RPI(A),1,456568,456568,1,0,1,0.0,0,0.05,0.05,21,Chandigarh,2019,REPUBLICAN PARTY OF INDIA (A)
17,RaJPa,1,456568,456568,1,0,1,0.0,0,0.04,0.04,22,Chandigarh,2019,
17,RasLP,1,456568,456568,1,0,1,0.0,0,0.03,0.03,23,Chandigarh,2019,
17,SAKAP,1,456568,456568,1,0,1,0.0,0,0.14,0.14,24,Chandigarh,2019,
17,SVJSP,1,456568,456568,1,0,1,0.0,0,0.03,0.03,25,Chandigarh,2019,
17,ABSKP,11,13614453,912846,1,0,1,0.0,0,0.07,1.09,3,Chhattisgarh,2019,
17,APoI,11,13614453,13614453,11,0,11,0.0,0,0.42,0.42,4,Chhattisgarh,2019,
17,AVVP,11,13614453,1209434,1,0,1,0.0,0,0.02,0.18,5,Chhattisgarh,2019,
17,BHAPRAP,11,13614453,1391996,1,0,1,0.0,0,0.01,0.06,6,Chhattisgarh,2019,
17,BHBHP,11,13614453,2346337,2,0,2,0.0,0,0.04,0.22,7,Chhattisgarh,2019,
17,BHBP,11,13614453,1396250,1,0,1,0.0,0,0.01,0.08,8,Chhattisgarh,2019,
17,BJP,11,13614453,13614453,11,9,0,81.81818181818181,81.82,50.7,50.7,1,Chhattisgarh,2019,BHARATIYA JANATA PARTY
