Assembly_No,Party,Total_Seats_in_Assembly,Total_Votes_in_Assembly,Total_Votes_in_Contested_Seats,Total_Candidates,Winners,Deposits_Lost,Strike_Rate,Seat_Share,Vote_Share_in_Assembly,Vote_Share_in_Contested_Seats,position,State_Name,Year,Expanded_Party_Name
17,PBI,243,40667344,1034367,6,0,6,0.0,0,0.01,0.58,77,Bihar,2019,
17,PMP,243,40667344,1984123,13,0,13,0.0,0,0.03,0.67,78,Bihar,2019,
17,PMPT,243,40667344,1967729,13,0,13,0.0,0,0.03,0.56,79,Bihar,2019,
17,PPID,243,40667344,8734512,54,0,54,0.0,0,0.14,0.63,80,Bihar,2019,
17,PSPL,243,40667344,6976668,43,0,43,0.0,0,0.05,0.29,81,Bihar,2019,
17,PSS,243,40667344,965112,6,0,6,0.0,0,0.01,0.29,82,Bihar,2019,
17,PUJP,243,40667344,962294,6,0,6,0.0,0,0.01,0.53,83,Bihar,2019,
17,RACHEP,243,40667344,1073175,6,0,6,0.0,0,0,0.18,84,Bihar,2019,
17,RAHIS,243,40667344,6137345,37,0,37,0.0,0,0.17,1.1,85,Bihar,2019,
17,RDU,243,40667344,980291,6,0,6,0.0,0,0,0.19,86,Bihar,2019,
17,RJBP,243,40667344,7183357,42,0,42,0.0,0,0.09,0.52,87,Bihar,2019,
17,RJD,243,40667344,19410121,115,9,3,7.826086956521739,3.7,15.36,32.19,4,Bihar,2019,RASHTRIYA JANATA DAL
17,RJPD,243,40667344,1073175,6,0,6,0.0,0,0,0.13,88,Bihar,2019,
17,RMGP,243,40667344,2881885,18,0,18,0.0,0,0.04,0.57,89,Bihar,2019,
17,RPI,243,40667344,1029021,7,0,7,0.0,0,0.02,0.62,90,Bihar,2019,REPUBLIC PARTY OF INDIA
17,RPI(A),243,40667344,2021546,12,0,12,0.0,0,0.03,0.51,91,Bihar,2019,REPUBLICAN PARTY OF INDIA (A)
17,RPP,243,40667344,1072101,6,0,6,0.0,0,0.01,0.25,92,Bihar,2019,
17,RRP,243,40667344,1053964,6,0,6,0.0,0,0.01,0.3,93,Bihar,2019,AKHIL BHARATIYA RAM RAJYA PARISHAD
17,RSJVP,243,40667344,2022498,12,0,12,0.0,0,0.02,0.32,94,Bihar,2019,
17,RSPSR,243,40667344,3641070,24,0,24,0.0,0,0.14,1.52,95,Bihar,2019,
17,RSTSAHP,243,40667344,982151,6,0,6,0.0,0,0.01,0.28,96,Bihar,2019,
17,RSWD,243,40667344,864507,6,0,6,0.0,0,0.02,0.96,97,Bihar,2019,
17,RUC,243,40667344,935355,6,0,6,0.0,0,0.01,0.4,98,Bihar,2019,
17,RVNP,243,40667344,2255563,12,0,12,0.0,0,0.03,0.47,99,Bihar,2019,
17,SAAFP,243,40667344,1970865,12,0,12,0.0,0,0.02,0.44,100,Bihar,2019,
17,SANVP,243,40667344,982151,6,0,6,0.0,0,0.01,0.24,101,Bihar,2019,
17,SBSP,243,40667344,4962759,31,0,31,0.0,0,0.09,0.74,102,Bihar,2019,SUHELDEV BHARTIYA SAMAJ PARTY
17,SGUP,243,40667344,1029021,7,0,7,0.0,0,0.02,0.63,103,Bihar,2019,
17,SHS,243,40667344,14364407,85,0,85,0.0,0,0.16,0.44,104,Bihar,2019,SHIV SENA
17,SJDD,243,40667344,1059252,6,0,6,0.0,0,0.06,2.42,105,Bihar,2019,
17,SP,243,40667344,864507,6,0,6,0.0,0,0.01,0.33,106,Bihar,2019,SAMAJWADI PARTY
17,SPAKP,243,40667344,1072101,6,0,6,0.0,0,0.01,0.37,107,Bihar,2019,
17,SPL,243,40667344,1797339,12,0,12,0.0,0,0.04,0.84,108,Bihar,2019,
17,SSD,243,40667344,5993647,39,0,39,0.0,0,0.13,0.91,109,Bihar,2019,SHOSHIT SAMAJ DAL
17,SUCI(C),243,40667344,7944150,48,0,48,0.0,0,0.08,0.42,110,Bihar,2019,
17,SWSP,243,40667344,982151,6,0,6,0.0,0,0.01,0.21,111,Bihar,2019,
17,SaBP,243,40667344,2104196,12,0,12,0.0,0,0.02,0.3,112,Bihar,2019,
17,VCSMP,243,40667344,4044283,24,0,24,0.0,0,0.04,0.44,113,Bihar,2019,
17,VPI,243,40667344,5951364,36,0,36,0.0,0,0.11,0.72,114,Bihar,2019,
17,VSIP,243,40667344,3959972,24,0,10,0.0,0,1.62,16.65,115,Bihar,2019,
17,WAP,243,40667344,1017133,6,0,6,0.0,0,0.07,2.89,116,Bihar,2019,
17,YKP,243,40667344,4082980,24,0,24,0.0,0,0.07,0.75,117,Bihar,2019,
17,mimm,243,40667344,962082,6,0,6,0.0,0,0.01,0.46,118,Bihar,2019,
17,ravp,243,40667344,816974,6,0,6,0.0,0,0.02,1.11,119,Bihar,2019,
17,AAAP,1,456207,456207,1,0,1,0.0,0,3.02,3.02,2,Chandigarh,2019,AAM AADMI PARTY
17,AIFB,1,456207,456207,1,0,1,0.0,0,0.04,0.04,3,Chandigarh,2019,ALL INDIA FORWARD BLOC
17,AKBHAD,1,456207,456207,1,0,1,0.0,0,0.05,0.05,4,Chandigarh,2019,
17,ANC,1,456207,456207,1,0,1,0.0,0,0.05,0.05,5,Chandigarh,2019,
17,BHAPRAP,1,456207,456207,1,0,1,0.0,0,0.12,0.12,6,Chandigarh,2019,
17,BJP,1,456207,456207,1,1,0,100.0,100,50.63,50.63,1,Chandigarh,2019,BHARATIYA JANATA PARTY
17,BJSAP,1,456207,456207,1,0,1,0.0,0,0.1,0.1,7,Chandigarh,2019,
17,BKNP,1,456207,456207,1,0,1,0.0,0,0.06,0.06,8,Chandigarh,2019,
17,BMFP,1,456207,456207,1,0,1,0.0,0,0.35,0.35,9,Chandigarh,2019,
17,BMUP,1,456207,456207,1,0,1,0.0,0,0.2,0.2,10,Chandigarh,2019,
17,BSP,1,456207,456207,1,0,1,0.0,0,1.62,1.62,11,Chandigarh,2019,BAHUJAN SAMAJ PARTY
17,BSP(A),1,456207,456207,1,0,1,0.0,0,0.07,0.07,12,Chandigarh,2019,
17,BhaRP,1,456207,456207,1,0,1,0.0,0,0.1,0.1,13,Chandigarh,2019,
17,CHKAP,1,456207,456207,1,0,1,0.0,0,0.7,0.7,14,Chandigarh,2019,
17,CPIM,1,456207,456207,1,0,1,0.0,0,0.08,0.08,15,Chandigarh,2019,
17,HSS,1,456207,456207,1,0,1,0.0,0,0.08,0.08,16,Chandigarh,2019,
17,INC,1,456207,456207,1,0,0,0.0,0,40.36,40.36,17,Chandigarh,2019,INDIA NATIONAL CONGRESS
17,IND,1,456207,456207,13,0,13,0.0,0,1.03,1.03,18,Chandigarh,2019,INDEPENDENT
17,JanSP,1,456207,456207,1,0,1,0.0,0,0.11,0.11,19,Chandigarh,2019,
17,NOTA,1,456207,456207,1,0,1,0.0,0,0.95,0.95,20,Chandigarh,2019,
17,RPI(A),1,456207,456207,1,0,1,0.0,0,0.05,0.05,21,Chandigarh,2019,REPUBLICAN PARTY OF INDIA (A)
17,RaJPa,1,456207,456207,1,0,1,0.0,0,0.04,0.04,22,Chandigarh,2019,
17,RasLP,1,456207,456207,1,0,1,0.0,0,0.03,0.03,23,Chandigarh,2019,
17,SAKAP,1,456207,456207,1,0,1,0.0,0,0.14,0.14,24,Chandigarh,2019,
17,SVJSP,1,456207,456207,1,0,1,0.0,0,0.03,0.03,25,Chandigarh,2019,
17,ABSKP,90,13582366,909975,8,0,8,0.0,0,0.07,1.09,3,Chhattisgarh,2019,
17,APoI,90,13582366,13582366,90,0,90,0.0,0,0.42,0.42,4,Chhattisgarh,2019,
17,AVVP,90,13582366,1207383,8,0,8,0.0,0,0.02,0.18,5,Chhattisgarh,2019,
17,BHAPRAP,90,13582366,1389361,9,0,9,0.0,0,0.01,0.06,6,Chhattisgarh,2019,
17,BHBHP,90,13582366,2342419,16,0,16,0.0,0,0.04,0.22,7,Chhattisgarh,2019,
17,BHBP,90,13582366,1393291,9,0,9,0.0,0,0.01,0.08,8,Chhattisgarh,2019,
