State_Name,Year,Assembly_No,month,Constituency_No,Constituency_Name,Constituency_Type,Candidate,Party,Votes,Position,Vote_Share_Percentage,Last_Position,Last_Candidate,Position_Change,Vote_Share_Change_pct
Andaman_&_Nicobar_Islands,1998,12,3,1,ANDAMAN & NICOBAR ISLANDS,GEN,TAPAN KUMAR BEPARI,CPM,8272,4,5.67,3,TAPAN KUMAR BEPARI,-1,-8.65
Andaman_&_Nicobar_Islands,1996,11,4,1,ANDAMAN & NICOBAR ISLANDS,GEN,MANORANJAN BHAKTA,INC,74642,1,58.22,1,MANORANJAN BHAKTA,0,7.83
Andaman_&_Nicobar_Islands,1996,11,4,1,ANDAMAN & NICOBAR ISLANDS,GEN,BISHNU PADA RAY,BJP,31097,2,24.25,3,BISHNU PADA RAY,1,19.4
Andaman_&_Nicobar_Islands,1996,11,4,1,ANDAMAN & NICOBAR ISLANDS,GEN,TAPAN KUMAR BEPARI,CPM,18363,3,14.32,2,TAPAN BEPARI,-1,-29.82
Andaman_&_Nicobar_Islands,1996,11,4,1,ANDAMAN & NICOBAR ISLANDS,GEN,MOHAN N B,JP,527,7,0.41,,,,0.41
Andaman_&_Nicobar_Islands,1991,10,5,1,ANDAMAN & NICOBAR ISLANDS,GEN,MANORANJAN BHAKTA,INC,54075,1,50.39,1,MANORANJAN BHAKTA,0,3.18
Andaman_&_Nicobar_Islands,1991,10,5,1,ANDAMAN & NICOBAR ISLANDS,GEN,TAPAN BEPARI,CPM,47374,2,44.14,2,TAPAN BEPARI,0,13.65
Andaman_&_Nicobar_Islands,1991,10,5,1,ANDAMAN & NICOBAR ISLANDS,GEN,BISHNU PADA RAY,BJP,5208,3,4.85,,,,4.85
Andaman_&_Nicobar_Islands,1989,9,11,1,ANDAMAN & NICOBAR ISLANDS,GEN,MANORANJAN BHAKTA,INC,53383,1,47.21,1,MANORANJAN BHAKTA,0,-5.64
Andaman_&_Nicobar_Islands,1989,9,11,1,ANDAMAN & NICOBAR ISLANDS,GEN,TAPAN BEPARI,CPM,34469,2,30.49,3,NILIMA DAS,1,18.03
Andaman_&_Nicobar_Islands,1989,9,11,1,ANDAMAN & NICOBAR ISLANDS,GEN,KANDASWAMY K.,ICS(SCS),19172,3,16.96,,,,16.96
Andaman_&_Nicobar_Islands,1984,8,12,1,ANDAMAN & NICOBAR ISLANDS,GEN,MANORANJAN BHAKTA,INC,47019,1,52.85,,,,52.85
Andaman_&_Nicobar_Islands,1984,8,12,1,ANDAMAN & NICOBAR ISLANDS,GEN,K.KANDASWAMY,LKD,27883,2,31.34,,,,31.34
Andaman_&_Nicobar_Islands,1984,8,12,1,ANDAMAN & NICOBAR ISLANDS,GEN,NILIMA DAS,CPM,11086,3,12.46,2,P.K.S. PRASAD,-1,-7.84
Andaman_&_Nicobar_Islands,1980,7,1,1,ANDAMAN & NICOBAR ISLANDS,GEN,MANORANJAN BHAKTA,INC(I),42046,1,53.29,,,,53.29
Andaman_&_Nicobar_Islands,1980,7,1,1,ANDAMAN & NICOBAR ISLANDS,GEN,P.K.S. PRASAD,CPM,16014,2,20.3,,,,20.3
Andaman_&_Nicobar_Islands,1980,7,1,1,ANDAMAN & NICOBAR ISLANDS,GEN,SAMAR CHOUDHURY,JNP,2034,4,2.58,,,,2.58
Andaman_&_Nicobar_Islands,1980,7,1,1,ANDAMAN & NICOBAR ISLANDS,GEN,RAJENDER LALL SAHA,JNP(S),717,6,0.91,,,,0.91
Andaman_&_Nicobar_Islands,1977,6,3,1,ANDAMAN & NICOBAR ISLANDS,GEN,MANORANJAN BHAKTA,INC,35400,1,58.45,1,K .R. GANESH,0,-3.03
Andaman_&_Nicobar_Islands,1971,5,3,1,A AND N ISLANDS,GEN,K .R. GANESH,INC,27373,1,61.48,1,K. R. GANESH,0,8.91
Andaman_&_Nicobar_Islands,1967,4,2,1,ANDAMAN NICOBAR,GEN,K. R. GANESH,INC,19310,1,52.57,,,,52.57
Andaman_&_Nicobar_Islands,1967,4,2,1,ANDAMAN NICOBAR,GEN,KANDASWAMY,DMK,4891,3,13.32,,,,13.32
Andaman_&_Nicobar_Islands,1967,4,2,1,ANDAMAN NICOBAR,GEN,R. L. SAHA,SWA,1717,4,4.67,,,,4.67
Andhra_Pradesh,2019,17,4,1,ARUKU,ST,GODDETI. MADHAVI,YSRCP,562190,1,52.32,,,,52.32
Andhra_Pradesh,2019,17,4,1,ARUKU,ST,KISHORE CHANDRA DEO,TDP,338101,2,31.46,3,RAMESH RATHOD,1,13.85
Andhra_Pradesh,2019,17,4,1,ARUKU,ST,NOTA,NOTA,47977,3,4.46,6,None of the Above,3,2.83
Andhra_Pradesh,2019,17,4,1,ARUKU,ST,GANGULAIAH VAMPURU.,JnP,42794,4,3.98,,,,3.98
Andhra_Pradesh,2019,17,4,1,ARUKU,ST,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,17867,5,1.66,,,,1.66
Andhra_Pradesh,2019,17,4,1,ARUKU,ST,SHRUTI DEVI VYRICHERLA,INC,17730,6,1.65,2,NARESH,-4,-23.17
Andhra_Pradesh,2019,17,4,1,ARUKU,ST,SWAMULA. SUBRAHMANYAM,JAJGP,4710,11,0.44,,,,0.44
Andhra_Pradesh,2019,17,4,2,SRIKAKULAM,GEN,KINJARAPU RAM MOHAN NAIDU,TDP,534544,1,46.19,3,DR.JANAPATI SARAT BABU,2,39.99
Andhra_Pradesh,2019,17,4,2,SRIKAKULAM,GEN,DUVVADA SRINIVAS,YSRCP,527891,2,45.61,,,,45.61
Andhra_Pradesh,2019,17,4,2,SRIKAKULAM,GEN,METTA RAMARAO,JnP,31956,3,2.76,,,,2.76
Andhra_Pradesh,2019,17,4,2,SRIKAKULAM,GEN,NOTA,NOTA,25545,4,2.21,10,None of the Above,6,1.69
Andhra_Pradesh,2019,17,4,2,SRIKAKULAM,GEN,DOLA JAGAN,INC,13745,5,1.19,2,G. VIVEKANAND,-3,-25.65
Andhra_Pradesh,2019,17,4,2,SRIKAKULAM,GEN,PERLA SAMBA MURTHY,BJP,8390,6,0.72,,,,0.72
Andhra_Pradesh,2019,17,4,2,SRIKAKULAM,GEN,MATTA SATISH CHAKRAVARTHY,PPOI,1448,10,0.13,6,KALVALA SHANKAR,-4,-0.78
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,Bellana Chandra Sekhar,YSRCP,578418,1,47.49,14,MEESALA RAJI REDDY,13,47.22
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,Ashok Gajapathi Raju Pusapati,TDP,530382,2,43.55,,,,43.55
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,Mukka Srinivas Rao,JnP,34192,3,2.81,,,,2.81
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,NOTA,NOTA,29501,4,2.42,8,None of the Above,4,1.91
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,Adiraju Yedla,INC,15725,5,1.29,2,PONNAM PRABHAKAR,-3,-25.44
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,Sanyasi Raju Pakalapati,BJP,7266,6,0.6,3,CHENNAMANENI VIDYA SAGAR RAO,-3,-18.49
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,P.V.A. Ananda Sagar,SAPRP,4983,8,0.41,,,,0.41
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,Chiranjeevi Lingala,ACP,1263,11,0.1,,,,0.1
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,Surya Bhavani. K,PPOI,830,14,0.07,11,L. PRABHAKAR REDDY,-3,-0.28
Andhra_Pradesh,2019,17,4,3,VIZIANAGARAM,GEN,Lagudu. Govinda Rao,JAJGP,791,15,0.06,,,,0.06
Andhra_Pradesh,2019,17,4,4,VISAKHAPATNAM,GEN,M V V SATYANARAYANA,YSRCP,436906,1,35.24,11,SINGAREDDY RAVINDRA REDDY,10,34.9
Andhra_Pradesh,2019,17,4,4,VISAKHAPATNAM,GEN,BHARAT MATHUKUMILLI,TDP,432492,2,34.89,,,,34.89
Andhra_Pradesh,2019,17,4,4,VISAKHAPATNAM,GEN,V.V. LAKSHMI NARAYANA,JnP,288874,3,23.3,,,,23.3
Andhra_Pradesh,2019,17,4,4,VISAKHAPATNAM,GEN,DAGGUBATI PURANDESWARI,BJP,33892,4,2.73,3,ENDALA LAKSHMINARAYANA,-1,-19.06
Andhra_Pradesh,2019,17,4,4,VISAKHAPATNAM,GEN,NOTA,NOTA,16646,5,1.34,7,None of the Above,2,0.64
Andhra_Pradesh,2019,17,4,4,VISAKHAPATNAM,GEN,PEDADA. RAMANIKUMARI,INC,14633,6,1.18,2,MADHU YASKHI GOUD,-4,-25.14
Andhra_Pradesh,2019,17,4,4,VISAKHAPATNAM,GEN,GEORGE BANGARI,VCK,3028,7,0.24,,,,0.24
Andhra_Pradesh,2019,17,4,4,VISAKHAPATNAM,GEN,B. JAYA VENU GOPAL,PPOI,1627,11,0.13,10,BANJA VEERAPPA,-1,-0.22
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,Dr.Beesetti Venkata Satyavathi,YSRCP,586226,1,47.33,5,MAHMOOD MOHIUDDIN,4,46.2
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,ADARI ANAND KUMAR,TDP,497034,2,40.13,3,K.MADAN MOHAN RAO,1,25.74
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,Chintala Partha Sarathi,JnP,82588,3,6.67,,,,6.67
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,NOTA,NOTA,34897,4,2.82,6,None of the Above,2,1.8
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),BJP,13276,5,1.07,,,,1.07
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,Ruthala Srirama Murthy,INC,10121,6,0.82,2,SURESH KUMAR SHETKAR,-4,-32.43
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,Vadlamuri Krishna Swaroop,DABAP,4444,7,0.36,,,,0.36
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,P.S.AJAY KUMAR,CPI(ML)(L),2716,9,0.22,,,,0.22
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,Taadi Veera Jagadeeshwari,PPOI,1803,10,0.15,,,,0.15
Andhra_Pradesh,2019,17,4,5,ANAKAPALLI,GEN,K B SWAROOP,JAJGP,1621,11,0.13,,,,0.13
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,VANGA GEETHAVISWANATH,YSRCP,537630,1,43.54,5,"PRABHUGOUD, PULLAIAHGARI",4,42.55
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,CHALAMALASETTY SUNIL,TDP,511892,2,41.46,,,,41.46
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,JYOTHULA VENKATESWARA RAO,JnP,132648,3,10.74,,,,10.74
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,NOTA,NOTA,17153,4,1.39,6,None of the Above,2,0.49
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,YALLA VENKATA RAMA MOHAN RAO (DORABABU),BJP,9596,5,0.78,3,CHAGANLA NARENDRA NATH,-2,-14.48
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),INC,8640,6,0.7,2,DR.P. SHRAVAN KUMAR REDDY,-4,-21.17
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,APPALAKONDA VANGALAPUDI,MPP,2997,8,0.24,,,,0.24
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,GODUGU SATYANARAYANA,CPI(ML)(L),1724,10,0.14,,,,0.14
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,B. GEETHA,PRSHP,1688,11,0.14,,,,0.14
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,SATHI VEERALAKSHMI,PPOI,1119,13,0.09,11,BOMMA BALESHAM,-2,-0.19
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,VASAMSETTY VENKATARAMANA,AIFB,1014,14,0.08,,,,0.08
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,DONAM NEELAKANTAM,AINPP,980,15,0.08,,,,0.08
Andhra_Pradesh,2019,17,4,6,KAKINADA,GEN,PEDDIMSETTI. VENKATESWARARAO,JAJGP,815,16,0.07,,,,0.07
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,CHINTA ANURADHA,YSRCP,485958,1,39.42,5,V.DINESH REDDY,4,32.31
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,GANTI HARISH MADHUR (BALAYOGI),TDP,446163,2,36.19,1,CH.MALLA REDDY,-1,3.89
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,D M R SEKHAR,JnP,255317,3,20.71,,,,20.71
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,NOTA,NOTA,16468,4,1.34,8,None of the Above,4,0.8
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,AYYAJI VEMA MANEPALLI,BJP,11534,5,0.94,,,,0.94
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,JANGA GOUTHAM,INC,7887,6,0.64,3,SARVEY SATHYANARAYANA,-3,-13.77
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,MORTHA SIVA RAMA KRISHNA,PPOI,1954,8,0.16,16,SURAKANTI VENKAT REDDY,8,0.03
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,MURALIKRISHNA KANDERI,IPBP,1804,9,0.15,,,,0.15
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,PANTHAGADA VIJAYA CHAKRAVARTHY,RPI(KH),1804,10,0.15,,,,0.15
Andhra_Pradesh,2019,17,4,7,AMALAPURAM,SC,CHELLE RAJANI,JAJGP,1231,11,0.1,,,,0.1
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,MARGANI BHARAT,YSRCP,582024,1,46.55,5,SYED SAJID ALI,4,42.05
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,MAGANTI ROOPA,TDP,460390,2,36.82,,,,36.82
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,AKULA SATYANARAYANA,JnP,155807,3,12.46,,,,12.46
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,NOTA,NOTA,18087,4,1.45,7,None of the Above,3,0.8
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,NALLURI VIJAYA SRINIVASA RAO,INC,12725,5,1.02,2,M.ANJAN KUMAR YADAV,-3,-17.26
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,PARAVASTU SATYA GOPINATH DAS,BJP,12334,6,0.99,1,BANDARU DATTATREYA,-5,-42.67
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,GEDDAM DAVID NELSON BABU,APoI,1757,8,0.14,,,,0.14
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,SANGISETTI SRINIVASA RAO,PPOI,1161,10,0.09,24,SHAKTHI SATYAVATHI,14,0.03
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,BANDARU RAJESWARA RAO,JAJGP,1035,11,0.08,,,,0.08
Andhra_Pradesh,2019,17,4,8,RAJAHMUNDRY,GEN,MEDA SRINIVAS,RPC(S),996,12,0.08,,,,0.08
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,KANUMURU RAGHU RAMA KRISHNA RAJU,YSRCP,449234,1,38.14,6,BODDU SAINATH REDDY,5,37.03
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),TDP,416558,2,35.37,,,,35.37
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,NAGABABU KONIDELA,JnP,250802,3,21.3,,,,21.3
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,KANUMURU BAPIRAJU,INC,13941,4,1.18,3,S KRISHNA REDDY,-1,-3.9
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,PYDIKONDALA MANIKYALA RAO,BJP,12414,5,1.05,2,DR.BHAGAVANTH RAO,-3,-31.01
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,NOTA,NOTA,12109,6,1.03,9,None of the Above,3,0.51
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,YELLA VENU GOPAL RAO,NVSP,4286,7,0.36,,,,0.36
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,G S RAJU,SP,3471,8,0.29,,,,0.29
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,K.A.PAUL,PRSHP,3046,9,0.26,,,,0.26
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,NALLAM SURYA CHANDRA RAO,PPOI,2210,12,0.19,5,BINGHI RAJASHEKAR,-7,-2.05
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,DASARI KRISHNA MURTHY,IPBP,1603,13,0.14,,,,0.14
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,GANJI PURNIMA,RPI(A),869,15,0.07,,,,0.07
Andhra_Pradesh,2019,17,4,9,NARSAPURAM,GEN,GURUGUBILLI RAMBABU,MCPI,583,16,0.05,,,,0.05
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,KOTAGIRI SRIDHAR,YSRCP,676809,1,50.97,5,KONDA RAGHAVA REDDY,4,47.92
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,MAGANTTI VENKATESWARA RAO BABU,TDP,510884,2,38.47,3,TULLA VEERENDER,1,11.63
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,PENTAPATI PULLARAO,JnP,76827,3,5.79,,,,5.79
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,NOTA,NOTA,23880,4,1.8,7,None of the Above,3,1.04
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,JETTI GURUNADHA RAO,INC,20378,5,1.53,2,PATLOLLA KARTIK REDDY,-3,-25.98
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,CHINNAM RAMA KOTAYYA,BJP,8412,6,0.63,,,,0.63
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,CHINA VENKATA SURYANARAYANA JOSYULA,PPOI,2935,8,0.22,10,KUMMARI GIRI,2,-0.22
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,MATHE. BOBBY,RPI(A),1879,9,0.14,,,,0.14
Andhra_Pradesh,2019,17,4,10,ELURU,GEN,V. SIVA RAMA KRISHNA,JAJGP,1261,11,0.09,,,,0.09
Andhra_Pradesh,2019,17,4,11,MACHILIPATNAM,GEN,BALASHOWRY VALLABHANENI,YSRCP,572850,1,46.03,6,H.A. RAHMAN,5,45.13
Andhra_Pradesh,2019,17,4,11,MACHILIPATNAM,GEN,KONAKALLA NARAYANA RAO,TDP,512612,2,41.19,,,,41.19
Andhra_Pradesh,2019,17,4,11,MACHILIPATNAM,GEN,BANDREDDI RAMAKRISHNA,JnP,113442,3,9.11,,,,9.11
Andhra_Pradesh,2019,17,4,11,MACHILIPATNAM,GEN,NOTA,NOTA,14101,4,1.13,7,None of the Above,3,0.24
Andhra_Pradesh,2019,17,4,11,MACHILIPATNAM,GEN,GOLLU KRISHNA,INC,12310,5,0.99,2,JAIPAL REDDY SUDINI,-3,-31.69
Andhra_Pradesh,2019,17,4,11,MACHILIPATNAM,GEN,GUDIVAKA RAMANJANEYULU (ANJI BABU),BJP,6481,6,0.52,3,DR. JANARDHAN REDDY NAGAM,-3,-26.36
Andhra_Pradesh,2019,17,4,11,MACHILIPATNAM,GEN,PERAM SIVA NAGESWARA RAO,RPI(A),3627,8,0.29,,,,0.29
Andhra_Pradesh,2019,17,4,11,MACHILIPATNAM,GEN,YARLAGADDA RAMA MOHANA RAO,BAHUMP,1017,9,0.08,,,,0.08
