Assembly_No,Party_ID,TCPD_Prof_Main,MLAs_var_Party,Party_MLAs,Year,Party,pty_mla_var_perc
14,11341,Politics,1,9,2011,KEC(M),11.11
14,11341,Social Work,3,9,2011,KEC(M),33.33
14,4842,Other,1,1,2011,KRSP,100
14,5501,Unknown,20,20,2011,MUL,100
14,5792,Business,1,2,2011,NCP,50
14,5792,Unknown,1,2,2011,NCP,50
14,12053,Politics,1,2,2011,RSP,50
14,12053,Social Work,1,2,2011,RSP,50
14,8009,Unknown,2,2,2011,SJD,100
13,2881,Other,1,1,2006,C(S),100
13,2444,Other,16,17,2006,CPI,94.12
13,2444,Unknown,1,17,2006,CPI,5.88
13,14635,Unknown,61,61,2006,CPM,100
13,2917,Other,1,1,2006,DIC,100
13,3482,Other,24,24,2006,INC,100
13,10809,Other,5,5,2006,IND,100
13,3842,Other,1,1,2006,INL,100
13,10979,Other,5,5,2006,JD(S),100
13,4191,Other,1,1,2006,JPSS,100
13,4836,Other,1,1,2006,KCS,100
13,4807,Other,4,4,2006,KEC,100
13,4819,Other,1,1,2006,KEC(B),100
13,11341,Other,7,7,2006,KEC(M),100
13,5501,Unknown,7,7,2006,MUL,100
13,5792,Other,1,1,2006,NCP,100
13,12053,Other,3,3,2006,RSP,100
